"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051020","GTPase binding","6/432","316/18737",0.0189873417721519,0.82353199718706,-0.486013526219719,0.739679025612192,0.867144455752034,0.788843367347991,"EPS8/NPC1L1/BICDL1/RIMS3/AFDN/SYTL2",6
"GO:0008408","3'-5' exonuclease activity","1/432","58/18737",0.0172413793103448,0.747804916985952,-0.295508002566347,0.742050231203992,0.867144455752034,0.788843367347991,"APLF",1
"GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","5/432","268/18737",0.0186567164179104,0.809191887783306,-0.483323583536915,0.743354453172901,0.867144455752034,0.788843367347991,"ZKSCAN3/FOXS1/DACH1/RORC/GLIS3",5
"GO:0015459","potassium channel regulator activity","1/432","59/18737",0.0169491525423729,0.73513025737602,-0.313031913139815,0.748015984195045,0.867144455752034,0.788843367347991,"KCNG1",1
"GO:0016504","peptidase activator activity","1/432","59/18737",0.0169491525423729,0.73513025737602,-0.313031913139815,0.748015984195045,0.867144455752034,0.788843367347991,"FN1",1
"GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","1/432","59/18737",0.0169491525423729,0.73513025737602,-0.313031913139815,0.748015984195045,0.867144455752034,0.788843367347991,"ACOX2",1
"GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","1/432","59/18737",0.0169491525423729,0.73513025737602,-0.313031913139815,0.748015984195045,0.867144455752034,0.788843367347991,"PTGS1",1
"GO:0045309","protein phosphorylated amino acid binding","1/432","59/18737",0.0169491525423729,0.73513025737602,-0.313031913139815,0.748015984195045,0.867144455752034,0.788843367347991,"SHC3",1
"GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","3/432","169/18737",0.0177514792899408,0.769929322813938,-0.461548671265848,0.751051640667659,0.867474984274109,0.789144049928188,"INMT/TMT1B/GNMT",3
"GO:0005267","potassium channel activity","2/432","116/18737",0.0172413793103448,0.747804916985952,-0.418561766499467,0.751217766055047,0.867474984274109,0.789144049928188,"HCN4/AQP1",2
"GO:0001098","basal transcription machinery binding","1/432","60/18737",0.0166666666666667,0.722878086419753,-0.33028464269912,0.753844075790919,0.867474984274109,0.789144049928188,"ESR1",1
"GO:0001099","basal RNA polymerase II transcription machinery binding","1/432","60/18737",0.0166666666666667,0.722878086419753,-0.33028464269912,0.753844075790919,0.867474984274109,0.789144049928188,"ESR1",1
"GO:0015026","coreceptor activity","1/432","61/18737",0.0163934426229508,0.711027625986642,-0.347275988663954,0.759537675365708,0.870825246847863,0.792191791734814,"CSPG4",1
"GO:0019905","syntaxin binding","1/432","61/18737",0.0163934426229508,0.711027625986642,-0.347275988663954,0.759537675365708,0.870825246847863,0.792191791734814,"SYT7",1
"GO:0061659","ubiquitin-like protein ligase activity","7/432","374/18737",0.018716577540107,0.811788225391167,-0.564814996523981,0.762536817902677,0.872409470401499,0.793632963657661,"BIRC3/PJA1/RNF43/ARK2C/PELI2/BIRC7/RNF112",7
"GO:1990756","ubiquitin-like ligase-substrate adaptor activity","2/432","119/18737",0.0168067226890756,0.728952692187986,-0.455666930562404,0.763706692939331,0.872409470401499,0.793632963657661,"KLHL18/KLHL38",2
"GO:0003697","single-stranded DNA binding","2/432","120/18737",0.0166666666666667,0.722878086419753,-0.46784510357186,0.767747315959537,0.87360143199962,0.794717293949545,"MAPT/DMC1",2
"GO:0032182","ubiquitin-like protein binding","2/432","120/18737",0.0166666666666667,0.722878086419753,-0.46784510357186,0.767747315959537,0.87360143199962,0.794717293949545,"TNFAIP3/OTUB2",2
"GO:0004536","DNA nuclease activity","1/432","63/18737",0.0158730158730159,0.688455320399765,-0.38051114549764,0.770533713603877,0.87360143199962,0.794717293949545,"APLF",1
"GO:0001217","DNA-binding transcription repressor activity","5/432","278/18737",0.0179856115107914,0.780084265920597,-0.567505482142372,0.771361328392442,0.87360143199962,0.794717293949545,"ZKSCAN3/FOXS1/DACH1/RORC/GLIS3",5
"GO:0004540","RNA nuclease activity","2/432","121/18737",0.0165289256198347,0.716903887358433,-0.479931053574129,0.771727782581134,0.87360143199962,0.794717293949545,"ANG/RNASE4",2
"GO:0051082","unfolded protein binding","2/432","122/18737",0.0163934426229508,0.711027625986642,-0.491926441107676,0.775648711120931,0.876455041808128,0.797313229558092,"CRYAB/HSPB2",2
"GO:0008094","ATP-dependent activity, acting on DNA","2/432","123/18737",0.016260162601626,0.705246913580247,-0.503832882252613,0.779510723419082,0.879231915063685,0.799839357742481,"CHD5/DMC1",2
"GO:0004721","phosphoprotein phosphatase activity","3/432","178/18737",0.0168539325842697,0.731000312109863,-0.553961952151535,0.781526956364172,0.879920637920812,0.800465890558533,"PPP1R3B/PTPRG/PTPRB",3
"GO:0019843","rRNA binding","1/432","66/18737",0.0151515151515152,0.65716189674523,-0.428620272110702,0.786094217209634,0.883473931729319,0.80369833036079,"ANG",1
"GO:0003777","microtubule motor activity","1/432","68/18737",0.0147058823529412,0.637833605664488,-0.459618523786835,0.795878447232489,0.88967840708489,0.809342556302212,"KIF3C",1
"GO:0008080","N-acetyltransferase activity","1/432","68/18737",0.0147058823529412,0.637833605664488,-0.459618523786835,0.795878447232489,0.88967840708489,0.809342556302212,"SAT1",1
"GO:0030145","manganese ion binding","1/432","68/18737",0.0147058823529412,0.637833605664488,-0.459618523786835,0.795878447232489,0.88967840708489,0.809342556302212,"ARG2",1
"GO:0043539","protein serine/threonine kinase activator activity","1/432","69/18737",0.0144927536231884,0.628589640365003,-0.474815740969228,0.800601812747276,0.89177354943024,0.811248512261241,"ACSL1",1
"GO:0098960","postsynaptic neurotransmitter receptor activity","1/432","69/18737",0.0144927536231884,0.628589640365003,-0.474815740969228,0.800601812747276,0.89177354943024,0.811248512261241,"ANXA9",1
"GO:0140767","enzyme-substrate adaptor activity","2/432","132/18737",0.0151515151515152,0.65716189674523,-0.60723480731082,0.81172135490728,0.902553407054986,0.821054974300903,"KLHL18/KLHL38",2
"GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","2/432","135/18737",0.0148148148148148,0.642558299039781,-0.640306230889346,0.82148858186091,0.910498229793896,0.828282398383215,"ARG2/AMPD3",2
"GO:0004842","ubiquitin-protein transferase activity","8/432","452/18737",0.0176991150442478,0.767658144870534,-0.768147521115586,0.821775558839539,0.910498229793896,0.828282398383215,"TNFAIP3/BIRC3/PJA1/RNF43/ARK2C/PELI2/BIRC7/RNF112",8
