"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000285901",43.9835104061307,-3.1879359937804,0.495248360242925,-6.43704502568506,1.21821805426272e-10,2.51309207471687e-09
"ENSG00000175592",368.828965308604,-1.09819268332233,0.174119388081429,-6.30712464259723,2.84266902721453e-10,5.59165008930677e-09
"ENSG00000244115",65.7918111451273,-3.0694333624203,0.518581730572614,-5.91889991772571,3.24102102473285e-09,5.31893062648872e-08
"ENSG00000111452",365.786518406574,-1.00751037821404,0.172427751083397,-5.84308715901968,5.12421892587112e-09,8.2163997151224e-08
"ENSG00000165905",207.093378317305,-1.26217219466963,0.21936034875852,-5.75387576566572,8.72202642638821e-09,1.35799131628693e-07
"ENSG00000136869",21.4125502572448,-5.70200952837609,1.00000584007935,-5.70197622838249,1.18426346565028e-08,1.80758727445594e-07
"ENSG00000198453",69.5242347894553,-2.02593592365403,0.361178114069826,-5.60924331993814,2.0321314777028e-08,3.01281828212286e-07
"ENSG00000196437",165.368514473083,-1.10517941730185,0.200340818666881,-5.51649646165967,3.45824448863353e-08,4.95362487469292e-07
"ENSG00000108602",95.4480571918568,-1.39915238101503,0.262798042474894,-5.32405937212677,1.01476760843645e-07,1.34461522005915e-06
"ENSG00000189064",22.3363353724619,-3.69804577111942,0.697596323575451,-5.30112565984508,1.15090834404442e-07,1.51352033266708e-06
"ENSG00000179399",255.694384163055,-1.04699932238944,0.206624506416975,-5.06715946014924,4.0379600612168e-07,4.80768544032002e-06
"ENSG00000171956",92.4431320292618,-1.31627165713092,0.262297100513452,-5.01824707384979,5.2145086794472e-07,6.05368480608143e-06
"ENSG00000256683",104.744351051296,-1.20942129798736,0.248260700397669,-4.87157772474693,1.10710593376596e-06,1.19952222428049e-05
"ENSG00000293642",32.680706366967,-3.23537123253036,0.666002641311241,-4.85789549747204,1.1863999411137e-06,1.27357890680968e-05
"ENSG00000185479",10.2158104420962,-6.73153110836321,1.389033916433,-4.84619635901302,1.25850960835586e-06,1.34478540094092e-05
"ENSG00000139410",34.6745638572872,-2.01666236680911,0.427203580043623,-4.72061204778103,2.35136036836909e-06,2.37620107848355e-05
"ENSG00000249141",9.18648053629906,-6.57958183445843,1.41835925085005,-4.63886834771596,3.50322114086427e-06,3.40473113801743e-05
"ENSG00000163286",181.968646946836,-1.27542489463105,0.277948924268977,-4.58870239554083,4.46009744973611e-06,4.22303193105183e-05
"ENSG00000136274",46.9120904030263,-2.34669075917289,0.516959780404616,-4.53940683226105,5.64126994510059e-06,5.21761430816389e-05
"ENSG00000283239",9.29082037069368,-6.59432594076207,1.46229771751065,-4.50956454475492,6.49608285930708e-06,5.91808827221674e-05
"ENSG00000177519",27.7098296046221,-2.35055430934972,0.524192057641108,-4.48414712715668,7.32061409175206e-06,6.58760930447224e-05
"ENSG00000139269",136.353456632451,-1.07103761939751,0.2392482690255,-4.47667865585835,7.58132287937898e-06,6.79158148386189e-05
"ENSG00000068400",96.1196368702878,-1.56132964392272,0.356635313888412,-4.3779445924731,1.19803796182011e-05,0.000102649068556931
"ENSG00000166501",49.866563030679,-2.31568631301868,0.52899176150531,-4.3775470272526,1.20022469506782e-05,0.000102710404971306
"ENSG00000197415",43.3257722842007,-1.86376210418493,0.427044588343778,-4.36432671214316,1.27514882990019e-05,0.000108708215758127
"ENSG00000181090",2863.94561873133,-1.11278291294058,0.256727289154322,-4.33449407192421,1.46095725004268e-05,0.000122324514113286
"ENSG00000127561",60.4743485147714,-2.25971216093924,0.526044591959267,-4.29566655656108,1.74169211518716e-05,0.000142665525400022
"ENSG00000165300",132.875815951519,-1.05001827817396,0.244935065300799,-4.2869250953695,1.81163346189177e-05,0.000147529288214463
"ENSG00000185518",112.734870454799,-1.14397827011394,0.2685492928904,-4.25984465571027,2.04569031073445e-05,0.000164130878147243
"ENSG00000205777",16.0916144370486,-2.90577669858832,0.690386813762605,-4.20891106357008,2.5660435816266e-05,0.000200882088906934
"ENSG00000271329",12.265559459686,-4.05407755128857,0.96996838917917,-4.17959759979323,2.92025369624757e-05,0.000225701511465377
"ENSG00000170017",87.1401809494739,-1.08297873594391,0.26448772752547,-4.0946275506852,4.22847577297965e-05,0.000316309012562581
"ENSG00000180178",30.2792375324003,-2.20146276717423,0.549586820427808,-4.00566877761111,6.18422573495516e-05,0.000442463609704835
"ENSG00000173867",27.0770039457202,-3.87099482694873,1.00245334584181,-3.86152118001866,0.000112683241596219,0.000747262180499903
"ENSG00000044524",9.4998625102782,-4.74902750915845,1.25265033575362,-3.79118367960307,0.000149931016590113,0.000955699031354414
"ENSG00000271092",74.2352982211732,-1.17515585316522,0.32072443371973,-3.66406712309342,0.00024824168409848,0.00148223315952089
"ENSG00000285238",369.956888348604,-3.80157672770328,1.05138487391386,-3.6157803122577,0.000299444248789077,0.00174493698265137
"ENSG00000225210",131.773208184581,-1.26189804774188,0.354875360882976,-3.5558908474291,0.000376700463362478,0.00213925429192093
"ENSG00000135338",39.1806824116989,-1.40745684492906,0.399192418237792,-3.5257604619401,0.000422268716895,0.00235707629902301
"ENSG00000176024",49.8582171979147,-1.31354435907303,0.382956259481442,-3.43001146097388,0.00060355575524712,0.00323704288701278
"ENSG00000273294",124.002808887511,-1.02885414702416,0.304256812111771,-3.38153200213707,0.000720828359887441,0.00378319762276889
"ENSG00000198945",15.6187252028108,-2.62149429219424,0.787861885153372,-3.32735260023895,0.000876753587706855,0.00448196947507831
"ENSG00000278828",47.8543613869683,-1.22538514897707,0.370029555907877,-3.31158722164925,0.000927683159959189,0.0046891143727796
"ENSG00000172927",71.3058530429092,-1.05663400168429,0.325891885880279,-3.2422838599684,0.00118575853186078,0.00579234125777113
"ENSG00000286614",55.1678263183693,-1.17735633033845,0.363756475248143,-3.23666081692509,0.00120937062265637,0.00589943070765592
"ENSG00000227057",509.145834884445,-1.87857600461905,0.594788370057711,-3.15839397538451,0.00158641003544814,0.00744350304368843
"ENSG00000268790",31.5458701832969,-2.74913441988733,0.896796928856198,-3.06550382971724,0.00217303594570145,0.00971466709912499
"ENSG00000204529",56.5741497855546,-1.04422623994649,0.342091013750286,-3.05248076673753,0.00226958274958211,0.0100913698442101
"ENSG00000135519",39.448592508709,-1.40527751461002,0.463504382972228,-3.03185377794847,0.00243056912827344,0.0106981810417481
"ENSG00000205744",38.0812170092883,-1.28992251850439,0.42710529822433,-3.02015105845603,0.00252648643226522,0.0110541696469349
"ENSG00000154822",317.281284752078,-5.89710560147966,1.95969912245064,-3.00918928519253,0.00261945861714626,0.0113860438988686
"ENSG00000241418",24.8671854078326,-1.45415304864257,0.490367071518046,-2.96543779773161,0.00302252460978921,0.0128461895010092
"ENSG00000140459",50.4834069172908,-1.7490583096722,0.60365079091938,-2.89746710512601,0.00376189186525636,0.0153851409171719
"ENSG00000285547",16.2059410569662,-2.00721481575006,0.709328643951468,-2.82973884230649,0.00465860136945331,0.0185098226815889
"ENSG00000139915",86.0719098641063,-1.07796998411396,0.38573872895324,-2.7945599007888,0.00519704117279558,0.020268605702112
"ENSG00000230650",20.7943433582714,-1.64106082733419,0.591828382241642,-2.77286604795535,0.00555649877789729,0.0214015614815536
"ENSG00000213780",1303.65518141459,-1.20176509392693,0.434282073675416,-2.76724545352783,0.00565321737557752,0.0217082303731965
"ENSG00000158406",68.1466200110576,-1.46141078352428,0.533662003744264,-2.73845762537106,0.00617281147114204,0.0233883572995035
"ENSG00000145949",42.2946976822914,-1.07204854574786,0.400424639956361,-2.67727916510006,0.00742227635130208,0.0272226694295736
"ENSG00000014257",32.9551767393753,-1.13898090173927,0.434522164907322,-2.62122624281365,0.00876140968588126,0.0312865885126611
"ENSG00000140398",70.6532064291331,-1.00326058805167,0.390349158963534,-2.57016203317963,0.010165095761526,0.0352972967194113
"ENSG00000196628",43.7166461645656,-1.7788966290586,0.698406684278712,-2.54707847032675,0.0108629003244282,0.0371756519361014
"ENSG00000137573",14.9076769505665,-1.87669580604321,0.742883318798371,-2.52623226091388,0.0115293230771074,0.0391011476675284
"ENSG00000198482",12.00606722822,-2.11553696294699,0.84606900573248,-2.50043075519056,0.0124042379672044,0.0415537508874975
"ENSG00000138670",36.7250041023387,-1.27482196609413,0.522290778953934,-2.44082801662207,0.0146536314658918,0.0474832058126787
