"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000047644",41.6358419940122,3.51867303096724,0.47002285742784,7.48617428995448,7.091021625998e-14,2.1813481944645e-12
"ENSG00000171617",249.809295855607,1.26356789306472,0.169482586166673,7.45544378123956,8.95658401078009e-14,2.74315026961743e-12
"ENSG00000076641",55.6427413208739,2.90115324545511,0.395124442815691,7.34237858022965,2.09830856809145e-13,6.26174732093272e-12
"ENSG00000198794",125.214356472356,1.76672035539206,0.241426013126609,7.31785416373319,2.51967469298596e-13,7.42400353633795e-12
"ENSG00000165449",347.538496904885,1.072801587999,0.146671363167119,7.31432206555986,2.58684031818846e-13,7.60585513343581e-12
"ENSG00000135318",126.280822457686,1.71915704372202,0.236145114265674,7.28008728475275,3.33604260698466e-13,9.70649396857246e-12
"ENSG00000131016",135.995616385336,1.55418238306954,0.213706088550652,7.27252271383545,3.52835230983915e-13,1.02446919665725e-11
"ENSG00000143369",183.893674753034,1.38384419484761,0.191648431342534,7.22074365625389,5.17040379780344e-13,1.48274865380129e-11
"ENSG00000104324",357.580976236569,1.01938804077462,0.142766989612904,7.1402222848473,9.31801106434112e-13,2.5923375004898e-11
"ENSG00000136244",34.4564672127692,4.21233223424051,0.591725614978833,7.11872551670963,1.08929592457622e-12,2.9829621338493e-11
"ENSG00000140287",115.465496092589,1.67239408809512,0.235946315955857,7.08802797500771,1.36036476728272e-12,3.7034803781424e-11
"ENSG00000070182",268.577494475205,1.21952006704548,0.172566641817253,7.06695137717835,1.58374412338602e-12,4.27825346754528e-11
"ENSG00000179546",187.984931601227,1.3540356517767,0.192732717105433,7.02545822065063,2.133648512787e-12,5.65437099233078e-11
"ENSG00000135709",212.211170116138,1.29235189396489,0.185054400793314,6.98363231798152,2.87644274804452e-12,7.49485063790853e-11
"ENSG00000135127",398.209818158366,1.09310728431718,0.157850414044477,6.92495671255688,4.36108853750751e-12,1.11347280648683e-10
"ENSG00000196781",329.51722913868,1.02170234924838,0.148683133608188,6.87167619119993,6.3451856942258e-12,1.58811583164082e-10
"ENSG00000186897",108.068512755417,1.98008681255949,0.28911257331399,6.84884365236174,7.44493076510604e-12,1.83703008949595e-10
"ENSG00000084731",501.876017499913,1.01190730608259,0.148442920347658,6.81681082339709,9.30837070097558e-12,2.24526261156865e-10
"ENSG00000243649",52.8794801404182,3.44868469982347,0.506312533455742,6.81137533034214,9.66700517626923e-12,2.31180469677699e-10
"ENSG00000204866",28.9425931207578,4.43515639914284,0.651868716992473,6.80375708103516,1.01925351261396e-11,2.41269399274009e-10
"ENSG00000167653",78.3888152605338,2.13428372359992,0.315503376817584,6.76469375741075,1.33591468128926e-11,3.12519002326395e-10
"ENSG00000133401",35.6522098311824,4.31812969404118,0.639639861169642,6.75087647937556,1.46954670822624e-11,3.42061488784794e-10
"ENSG00000164463",224.280967473627,1.10604872832695,0.164400000656141,6.72779029143896,1.72258937931847e-11,3.98966555083943e-10
"ENSG00000138798",172.978388244955,1.49399905203946,0.222811174126999,6.70522498655254,2.01096286606885e-11,4.62687106878379e-10
"ENSG00000132470",308.702453851717,1.02475302616837,0.15293752443946,6.70046824626098,2.07752742739069e-11,4.75651607392433e-10
"ENSG00000240038",102.307989737074,1.83312401586393,0.273812852331756,6.69480632575598,2.15957455352424e-11,4.92820559060777e-10
"ENSG00000219529",30.1055179187376,8.4183371964095,1.26065525340635,6.67774728551898,2.42642972613216e-11,5.47455857110852e-10
"ENSG00000124762",1405.60127936188,1.83778444610805,0.275392014750165,6.67333963105389,2.50046801540597e-11,5.63250585534835e-10
"ENSG00000026559",108.285908360435,1.79416091484685,0.269413311336318,6.65951101654045,2.74740111351663e-11,6.16884307899891e-10
"ENSG00000134548",29.8296623645111,4.13562483591809,0.623829247216973,6.62941799277276,3.37013003109436e-11,7.47010056155015e-10
"ENSG00000177614",107.396434585076,2.56071926106158,0.386603913733156,6.6236247748621,3.50495801302459e-11,7.73305586254367e-10
"ENSG00000288258",29.7953474424867,8.40319957577361,1.27064228288597,6.61334798074536,3.75723822250023e-11,8.25056431060349e-10
"ENSG00000144724",55.3754449229972,2.25953523774973,0.342933604804925,6.5888417060645,4.43271068448448e-11,9.68814357112837e-10
"ENSG00000088053",123.007547156865,1.46624362651832,0.223165634329343,6.57020347655534,5.0246551141797e-11,1.08797416007184e-09
"ENSG00000114698",569.888211898031,1.15868948268078,0.176759578705882,6.55517223543949,5.55776923055386e-11,1.19783649805425e-09
"ENSG00000101230",216.818447287886,1.19859303740816,0.183643565250008,6.52673583077321,6.72184461522028e-11,1.44426587532564e-09
"ENSG00000162078",246.308831176038,1.25617264183664,0.193080315532791,6.50595913089495,7.71992140813152e-11,1.64354302417629e-09
"ENSG00000148143",61.6133118301651,2.2805318544049,0.351287182533929,6.49193015798304,8.47435461010526e-11,1.79322479522318e-09
"ENSG00000054179",390.732510828777,1.00146803497245,0.154455567390563,6.48385844480501,8.94061102903302e-11,1.87484344792005e-09
"ENSG00000171174",185.411497481968,1.24588035835782,0.192340157730485,6.47748433326956,9.32644531412340e-11,1.94989723438694e-09
"ENSG00000205809",134.361703945564,1.82381884114017,0.282886963948581,6.44716467554045,1.13961944568811e-10,2.36492201760477e-09
"ENSG00000196639",105.037372664681,1.65207358251247,0.256801907171379,6.43326056535065,1.24895272135018e-10,2.56890628959892e-09
"ENSG00000179772",27.061740842735,5.05177697555782,0.791828406533378,6.37988853882431,1.77216918509413e-10,3.57144514271639e-09
"ENSG00000262406",3426.08659804436,1.30531131090576,0.204853013706622,6.37194097019802,1.86650731955911e-10,3.75073974459892e-09
"ENSG00000119915",238.50234872666,1.22505706322223,0.192656997060438,6.35874679826925,2.03406372309653e-10,4.05824770810946e-09
"ENSG00000255641",82.8158671618459,2.17034926551901,0.345675184951133,6.27857989235132,3.41679444125987e-10,6.63684995363496e-09
"ENSG00000183876",82.0741939129333,1.83278305543534,0.292465660124146,6.26666068986476,3.68872715176385e-10,7.12541679136016e-09
"ENSG00000145088",89.1282319152577,1.79398338006035,0.286338400655505,6.26525599065107,3.72213426870033e-10,7.18001756860066e-09
"ENSG00000276600",22.238137024838,7.98102582742435,1.2785184266387,6.24240187793531,4.30902093621738e-10,8.19888098027411e-09
"ENSG00000138622",33.5426205287565,3.0901863702767,0.498199048252666,6.20271431893519,5.54975295913982e-10,1.03758835110237e-08
"ENSG00000166897",153.112402709122,1.57472860223339,0.254310166697481,6.19215748502352,5.93462111155207e-10,1.10363406716293e-08
"ENSG00000203778",121.542788669003,1.37606737659677,0.223076309852136,6.1685948521781,6.88995146803388e-10,1.26945992351664e-08
"ENSG00000162692",37.1363296815037,6.76822358247759,1.09815843805717,6.1632487152325,7.12674348116292e-10,1.30963288760423e-08
"ENSG00000132938",37.330604441556,2.77414029110102,0.451417686906811,6.14539565365701,7.97644359841473e-10,1.45429518662481e-08
"ENSG00000115594",47.033735258676,2.7195329650358,0.444389621323433,6.11970404920075,9.37493110397281e-10,1.68724597677944e-08
"ENSG00000276644",34.3193213831604,2.84151366996118,0.467111614334223,6.08315782088014,1.17838250757011e-09,2.08802413594523e-08
"ENSG00000127329",165.695947951858,1.35237985482216,0.223503299344149,6.05082725306788,1.44103908823793e-09,2.51255329667053e-08
"ENSG00000168679",108.22558434169,1.90614642758071,0.315396611031842,6.04364904665468,1.50667058904189e-09,2.62044351762877e-08
"ENSG00000163347",104.805786128693,1.52868293191594,0.25378862750681,6.02344930477595,1.70738605328272e-09,2.95481457498716e-08
"ENSG00000126895",40.2076100563441,2.59468113062522,0.431155599640014,6.01796922686751,1.76618758339452e-09,3.03401916232323e-08
"ENSG00000164181",164.96848352987,1.17783031823851,0.195965896504241,6.01038414973912,1.85084231101287e-09,3.16166411387316e-08
"ENSG00000182372",282.694011789728,1.07070969823201,0.178460935432632,5.99968668569599,1.97698619293463e-09,3.36714502079574e-08
"ENSG00000265107",95.0248557880175,1.57637083092339,0.263669599249406,5.97858393766622,2.25085625895075e-09,3.7965529604476e-08
"ENSG00000280571",16.8783782469266,7.68274751493547,1.28928163621496,5.95893658851009,2.53884581853251e-09,4.26172123817609e-08
"ENSG00000272822",36.2400000068488,3.09935790201661,0.521675299163439,5.94116284015509,2.83007310957881e-09,4.69415689410662e-08
"ENSG00000117983",31.8200374206187,2.76621164818752,0.466276768117155,5.93255301858077,2.98260029067819e-09,4.91794517823041e-08
"ENSG00000084764",150.218407021494,1.14642049223275,0.1960926228485,5.84632137394818,5.0256268222344e-09,8.06757519532479e-08
"ENSG00000183826",147.687901608371,1.22664104831809,0.210125188267625,5.83766781332179,5.29365665830671e-09,8.46863790262446e-08
"ENSG00000135063",54.8168490526987,1.92094070077218,0.329578362502666,5.8284794128639,5.59346956500116e-09,8.92781667940642e-08
"ENSG00000196188",22.3542860946667,4.80797179825629,0.825625946971669,5.82342623301939,5.7653267997915e-09,9.17067814190069e-08
"ENSG00000108924",135.897424163237,1.57042287111829,0.269937720288089,5.81772295269543,5.96546662621205e-09,9.46746669337244e-08
"ENSG00000169621",57.8422049437339,1.94103182470937,0.334288836685847,5.8064512232979,6.38108506263361e-09,1.00812481883191e-07
"ENSG00000165312",212.180151914505,1.06381820252527,0.185196227090041,5.74427578380445,9.23152274982658e-09,1.43093725553916e-07
"ENSG00000260342",85.9096303431764,1.8861703991327,0.33260845060055,5.67084328653428,1.42096334968027e-08,2.14353709905033e-07
"ENSG00000112902",35.839858184292,2.63611013368885,0.467676407166414,5.63661132632428,1.73428936051392e-08,2.59326394099973e-07
"ENSG00000156510",115.153776050134,1.53877299388453,0.273945875388357,5.61706939994297,1.94223427452961e-08,2.88259764910526e-07
"ENSG00000106366",365.391414761045,1.1348602738535,0.203515326190825,5.57628899550005,2.4570361733702e-08,3.58943171519751e-07
"ENSG00000102452",152.787699934354,1.16577489351071,0.209525276106853,5.56388668313314,2.6383130354843e-08,3.84219810777619e-07
"ENSG00000185567",3277.22278035246,1.31915737167266,0.237159632443593,5.56231833419803,2.66214103005696e-08,3.87286058601828e-07
"ENSG00000092068",82.3984219891601,1.52719683296976,0.277652195019262,5.50039531603131,3.78940682582685e-08,5.39275573129131e-07
"ENSG00000049249",50.0263186437457,2.24487662721077,0.408316486433638,5.49788387634851,3.84375902599302e-08,5.45548156067262e-07
"ENSG00000281348",202.840861115621,1.15726865155776,0.212213362131226,5.4533260296877,4.94363096045332e-08,6.89049401134641e-07
"ENSG00000047662",22.2205003850506,3.8412591276526,0.705163230178706,5.44733327442375,5.11306047072103e-08,7.11245045160258e-07
"ENSG00000166352",150.562447031425,1.19117941422608,0.218813390721157,5.44381406595013,5.21516570376996e-08,7.24006006151603e-07
"ENSG00000116667",64.1392639695106,2.40813191469895,0.442598097267538,5.44089983568842,5.30121158462515e-08,7.35220665251984e-07
"ENSG00000164764",106.355018893581,1.59425987597853,0.295391165824713,5.3971142688965,6.77212606096886e-08,9.22765791430543e-07
"ENSG00000140297",71.0909275455149,2.04892938389024,0.380539878247824,5.38426982560784,7.27393185621772e-08,9.87247155529024e-07
"ENSG00000204257",89.949561920545,1.43333979044934,0.266954689492359,5.36922499160803,7.90757182469478e-08,1.06805752518073e-06
"ENSG00000274286",19.5875504082573,3.84344852264425,0.717237614559386,5.35868231758225,8.38311126014527e-08,1.12683861269672e-06
"ENSG00000169994",63.6210002130863,1.86661205139671,0.34866200667899,5.35364340145981,8.62006605857297e-08,1.15643843608726e-06
"ENSG00000127578",225.925071487912,1.00440502014266,0.188292428607141,5.33428257085301,9.59230494543515e-08,1.27830277545751e-06
"ENSG00000168913",48.3240139641478,2.23955416647528,0.421365525823181,5.3149914485768,1.06662335850932e-07,1.40931521522622e-06
"ENSG00000137975",13.8722779991415,7.29288507144628,1.3756563017375,5.30138600916169,1.14926798255296e-07,1.51278761963568e-06
"ENSG00000205810",59.2160556002832,2.00009483089961,0.378797868761243,5.2801110984082,1.29105579105561e-07,1.68512945587688e-06
"ENSG00000124374",155.215386348157,1.11335288175552,0.211238760366998,5.2705899230862,1.35985982865424e-07,1.76832424273604e-06
"ENSG00000107984",474.491584308886,1.02536461929327,0.194958235863216,5.25940653265184,1.44521064792538e-07,1.87060351333882e-06
"ENSG00000112297",62.2619446944504,1.76072092697096,0.335395334801031,5.24968818667525,1.5235688362924e-07,1.96474260089194e-06
"ENSG00000130720",214.517047579798,1.09871134334582,0.209530963676556,5.24367054905476,1.57413167479536e-07,2.0187624398707e-06
"ENSG00000080561",93.8636560946116,1.57505664447967,0.302794189406255,5.20173999233002,1.9743130988215e-07,2.49306118789703e-06
"ENSG00000117016",124.923357063182,1.24245920828409,0.2390603018466,5.1972627771605,2.02244378583814e-07,2.5492283314996e-06
"ENSG00000105427",84.4106133115361,1.42924767690609,0.276310967116667,5.1726056762076,2.30851859340504e-07,2.88121275026763e-06
"ENSG00000158457",55.310963751701,1.77255876842434,0.342932569778901,5.1688259577303,2.35569142467169e-07,2.93484267947947e-06
"ENSG00000158458",92.6098174839236,1.41260202758226,0.273529085497754,5.16435765875385,2.41265989771952e-07,2.99779431775363e-06
"ENSG00000188886",20.9695494503535,3.36546662268118,0.654888159542126,5.13899445828154,2.76212543917717e-07,3.40174990154747e-06
"ENSG00000144061",127.806573235261,1.14136729910893,0.223981178940516,5.09581789196694,3.4723880323556e-07,4.19510132005867e-06
"ENSG00000278817",116.700621352849,1.16601161585183,0.229415052637234,5.08254189273099,3.72417138291417e-07,4.48377392532581e-06
"ENSG00000248329",94.063206781524,1.69162199480319,0.333593324789177,5.07091080396245,3.95916310894206e-07,4.73810385428319e-06
"ENSG00000180998",83.5644178460781,1.73148695560426,0.341633311701,5.0682614847573,4.01465641421973e-07,4.78401804445331e-06
"ENSG00000177989",130.265829206372,1.09623797788183,0.216464116335045,5.06429424166112,4.09916103362841e-07,4.87639548514943e-06
"ENSG00000291316",67.4203343451792,1.62454976651055,0.320907836524095,5.06235617087703,4.14106456561687e-07,4.91786630301064e-06
"ENSG00000261371",58.6432487267813,1.59997563855067,0.318618695083312,5.02159999786675,5.12428135734627e-07,5.96878343925755e-06
